titles,link,article,time,media
藍衝刺目標︰新北贏20萬 宜蘭輸2萬內,https://news.ltn.com.tw/news/politics/paper/553635,"〔記者彭顯鈞／新北報導〕「雙英」選情緊繃，國民黨總統候選人馬英九昨將補強重點放在新北市與宜蘭縣。藍營人士指出，藍軍在新北市設定的目標是贏廿萬票；至於目前居劣勢的宜蘭，則力求將差距壓縮在兩萬票以內。
選...",<generator object <genexpr> at 0x11950d4f8>,Liberal Times
向選民召喚 馬︰我做得好好的 幹嘛換,https://news.ltn.com.tw/news/politics/paper/553634,〔記者彭顯鈞、游明金、吳亮儀、陳慧萍／綜合報導〕國民黨總統候選人馬英九昨加強批判蔡英文的火力，左批蔡英文的台灣共識，「不知是什麼碗糕」，右轟蔡提出的大聯合政府，「不是好的辦法」。馬說，蔡沒準備好，「讓我...,<generator object <genexpr> at 0x11950d570>,Liberal Times
「大聯合」擊破「馬怪獸」,https://news.ltn.com.tw/news/opinion/paper/553618,馬英九為何氣急敗壞反對蔡英文所提「大聯合政府」？國民黨為何聽到「大聯合政府」就跳腳怒罵？原因很簡單，就是「大聯合政府」理念，揭穿國民黨馬集團「整碗捧去」的貪婪，擊破馬的清廉假象，露出「馬天下」權錢通吃的...,<generator object <genexpr> at 0x11950d5e8>,Liberal Times
駁「棄王保馬」 王廷升怒斥對手奧步,https://news.ltn.com.tw/news/local/paper/553614,"不少支持者向他反映，因此不得不公開澄清。
王廷升表示，他是國民黨提名的立委候選人，從總統馬英九、立法院長王金平、國民黨榮譽主席吳伯雄、總統府資政趙守博與馬吳競選總部執行長金溥聰等黨政大老，都陸續前來花...",<generator object <genexpr> at 0x11950d660>,Liberal Times
投123護台灣 游錫（方方土）籲宜蘭大團結,https://news.ltn.com.tw/news/local/paper/553612,"候選人陳歐珀等人，昨天同台造勢，喊出「宜蘭大團結，票投一、二、三」，會場並演出行動劇，拉倒馬英九、吳敦義、林建榮肖像，象徵擊敗對手，贏得勝選。
宣誓小英要贏對手5萬票
游錫（方方土）帶領民進黨地方要...",<generator object <genexpr> at 0x1195d9750>,Liberal Times
馬英九基隆拜票 呼籲師傅不要換,https://news.ltn.com.tw/news/local/paper/553610,"〔記者吳亮儀、俞肇福、盧賢秀／基隆報導〕總統馬英九、行政院長吳敦義昨天分別到基隆市，陪同立委候選人謝國樑掃街、拜票。馬英九徒步拜票，沿途受到民眾熱烈歡迎。
馬英九昨天晚上到慶安宮參拜，...",<generator object <genexpr> at 0x1195d97c8>,Liberal Times
最後衝刺／英嘉分進合擊 苗栗聲聲催票,https://news.ltn.com.tw/news/local/paper/553608,"卿、縣議長游忠鈿妻子張淑芬及婦女後援會，喊出「愛愛我」（二二五的諧音）口號，請求支持二號的馬英九、徐耀昌及政黨票五號的國民黨。
蔡令怡也到海線大票倉竹南鎮，陪同立委候選人陳超明妻子吳麗利、竹南鎮長補選...",<generator object <genexpr> at 0x1195d9840>,Liberal Times
吳敦義衝票 放利多打政績牌,https://news.ltn.com.tw/news/local/paper/553604,"縣助選，打政績牌，也放利多。他指出，民進黨執政全台有四十七座危險橋樑，預計要六年整修，總統馬英九上台後，兩年不到就全部整修完成，代表馬政府廉能又有效率。
他還承諾打造新屋鄉永安漁港成全台唯一海洋客家文...",<generator object <genexpr> at 0x1195d98b8>,Liberal Times
郭俊銘、江啟臣 互批抹黑,https://news.ltn.com.tw/news/local/paper/553590,"、財團利益代言，顯示江沒有道德勇氣。
至於對手文宣，郭俊銘認為是扒糞抹黑，他動怒主因，是馬英九擔任台北市長時，縱容紅衫軍作亂街頭，於國慶典禮鬧場與毆打立委，丟臉丟到國際上，他為公義而怒，是可為鄉親爭取...",<generator object <genexpr> at 0x1195d9930>,Liberal Times
《競總主委估選情》藍想贏5萬票 綠要打平或小贏,https://news.ltn.com.tw/news/local/paper/553583,"任立委期間，幫助南投縣爭取許多重大建設，擔任閣揆後，更全力促成中興新村轉型為高等研究園區，馬英九總統推動兩岸和平、繁榮經濟和觀光，南投縣觀光人數數倍成長就是例證，相信「南投鄉親不會讓吳敦義漏氣」。
英...",<generator object <genexpr> at 0x1195d99a8>,Liberal Times
《吳揆故鄉戰》近年重大選舉得票 藍消綠長,https://news.ltn.com.tw/news/local/paper/553582,"南投由吳敦義操盤，民進黨陳水扁、呂秀蓮勝選連任，但連宋配在南投贏陳呂配七千餘票。二○○八年馬英九、蕭萬長囊括六十二點零三，較謝長廷、蘇貞昌多出近七萬票。
吳敦義一九九八年高雄市長敗選後返鄉沉潛重新出發...",<generator object <genexpr> at 0x1195d9a20>,Liberal Times
漁船補助用油調降 漁民罵,https://news.ltn.com.tw/news/life/paper/553526,"十桶的油，一個月補貼等於減少近五萬元，一年出海十趟就是少了近五十萬元。
潘孟安批評，總統馬英九去年八月曾當著漁民的面允諾，不會調降漁船用油補助百分比，最後卻說一套、做一套，根本是欺騙漁民、騙選票。
...",<generator object <genexpr> at 0x1195d9a98>,Liberal Times
總統大選》蔡推「大聯合政府」　給人民幸福,https://news.ltn.com.tw/news/politics/breakingnews/591612,"英文的政府要帶給人民安定和幸福。」

　蔡英文指出，「2008年第2次政黨輪替，那時候馬英九得到700多萬張的選票，國會也有75％的席次，但一個全面執政的總統，卻沒讓國家更團結，讓社會能夠和諧。」因...",<generator object <genexpr> at 0x1195d9b10>,Liberal Times
總統大選》遇馬遭警推走　何博文怒批：警察國家,https://news.ltn.com.tw/news/politics/breakingnews/591566,"選人何博文今天公布昨(10)日拜票影帶，他指控，赴林口市場拜票時，剛好碰上國民黨總統候選人馬英九也要來拜票，警方粗暴將他的輔選團隊人員推到市場口的對街去，還嗆「不配合就立刻逮捕。」

　何博文、邱槿...",<generator object <genexpr> at 0x1195d9b88>,Liberal Times
馬英九晚間基隆掃街　遭嗆下台,https://news.ltn.com.tw/news/politics/breakingnews/591548,"〔記者盧賢秀、吳亮儀／基隆報導〕國民黨總統候選人馬英九晚間在基隆廟口商圈附近掃街拜票，民眾嗆「馬英九下台」、「蔡英文當選」。
　
　馬英九晚間六點左右到基隆掃街，先到慶安宮上香，沿路...",<generator object <genexpr> at 0x1195d9c00>,Liberal Times
總統大選》藍選得辛苦　宋批馬搞壞黨內氣氛,https://news.ltn.com.tw/news/politics/breakingnews/591494,"行國際記者會，針對「大聯合政府」作出回應，依舊強調他不會與蔡英文組聯合政府。過程中他也批評馬英九，「缺乏氣度、高度，連黨內都做不好，藍營大老不僅輔選力度不夠，過程也不高興。」

　宋楚瑜說，「馬金體...",<generator object <genexpr> at 0x1195d9c78>,Liberal Times
總統大選》台商頻受害　黃昆輝批馬軟弱,https://news.ltn.com.tw/news/politics/breakingnews/591478,"蔡英文站台，顯示「國民黨選情差」；今天又舉行記者會痛批，「台商選前跳出來挺國民黨總統候選人馬英九，只因大部分台商寄人籬下，不得不聽中國的話。」

　台聯主席黃昆輝與「台灣投資中國受害者協會」理事長高...",<generator object <genexpr> at 0x1195d9cf0>,Liberal Times
總統選舉》周美青掃街被嗆　民眾甩手拒握,https://news.ltn.com.tw/news/politics/breakingnews/591356,〔即時新聞／綜合報導〕總統大選倒數3天，被藍營視為人氣王的國民黨總統候選人馬英九夫人周美青，今天一大早就前進綠大於藍的新北市蘆洲區，卻有民眾當場嗆聲說，馬英九做的不好，要馬下台負責，當場甩手拒握...,<generator object <genexpr> at 0x1195d9d68>,Liberal Times
沒九二共識兩岸關係會倒退　吳榮義︰恐嚇,https://news.ltn.com.tw/news/politics/breakingnews/591299,／台北報導〕新台灣國策智庫今天舉行座談會，新台灣國策智庫董事長吳榮義指出，在2008年總統馬英九上任前，兩岸經貿關係並無「九二共識」，雙方關係仍快速發展，所謂「沒有九二共識兩岸關係會倒退」，不僅是一種恐...,<generator object <genexpr> at 0x1195d9de0>,Liberal Times
總統大選》投票倒數　網友kuso海報令人噴飯,https://news.ltn.com.tw/news/politics/breakingnews/591206,"。

　網友的kuso海報不只好笑，更暗藏諷刺意思，在「美國正義聯盟」海報中，網友諷刺馬英九曾拿美國護照，且女兒是美國公民，當然就是「美國隊長」；蔡英文化身成為史嘉蕾喬韓森（Scarlett Joh...",<generator object <genexpr> at 0x118763228>,Liberal Times
選戰倒數 藍綠都喊防奧步,https://news.ltn.com.tw/news/politics/paper/553507,"且「做賊喊抓賊」。她說，從一九九八年高雄市長選舉的「緋聞錄音帶」，到二○○八年總統大選的「馬英九綠卡」，民進黨總是打悲情牌、抹紅牌和抹黑牌，呼籲情治單位嚴防此類事情一再發生。
民進黨團幹事長蔡煌瑯反擊...",<generator object <genexpr> at 0x1187632a0>,Liberal Times
唐榮工會批官派老總 幫馬輔選,https://news.ltn.com.tw/news/politics/paper/553506,"盈虧，大量進用沒有證照的派遣人力，罔顧勞工安全；黃還假借加薪找員工談話，實際上卻要員工支持馬英九及國民黨立委選將。
總經理黃鴻都喊冤 批工會選舉操作
黃鴻都昨大聲喊冤，反指工會變相選舉操作，他幫員工...",<generator object <genexpr> at 0x118763318>,Liberal Times
棄中保台,https://news.ltn.com.tw/news/opinion/paper/553503,"中國干預，台灣不會有明天！
台灣每逢大選，中國就如揮之不去的「夢魘」，近三年多來，國民黨馬英九政府實施親中政策，台灣門戶大開，中國勢力更長驅直入，介入台灣選舉，操控政局。中國已不只是「夢魘」，而形成實...",<generator object <genexpr> at 0x118763390>,Liberal Times
英嘉南市贏26萬票 賴清德有信心,https://news.ltn.com.tw/news/local/paper/553489,"進黨選情較艱困時候，台南提名五席立委都能全上，此次有把握揮出全壘打，並設定蔡英文在台南能贏馬英九二十六萬票以上。
雙方座談後，賴清德陪許添財登上吉普戰車在東區掃街衝刺；今天晚間七點半，許添財將在安平區...",<generator object <genexpr> at 0x118763408>,Liberal Times
小英姊妹會上菜 喚遊子返鄉,https://news.ltn.com.tw/news/local/paper/553488,"，請媽媽要見諒。
市議員陸美祈表示，有個親戚住在比利時，打電話說一定要回來投蔡英文，因為馬英九的外交休兵政策讓台灣在世界的定位愈來愈模糊，也愈來愈沒尊嚴。
賴美惠除邀大家一起打電話請旅外遊子返鄉票投...",<generator object <genexpr> at 0x118763480>,Liberal Times
ECFA減免關稅 去年僅1 .14美億美元,https://news.ltn.com.tw/news/business/paper/553445,"度與範圍較大，預料ＥＣＦＡ利用率可望大增。
國貿局統計 實際與宣傳差逾70倍
包括總統馬英九、副總統蕭萬長與行政院長吳敦義等，於二○一○年宣傳ＥＣＦＡ時，均曾聲稱台灣出口到中國金額約一千億美元，簽署...",<generator object <genexpr> at 0x1187634f8>,Liberal Times
旁觀者清,https://news.ltn.com.tw/news/opinion/paper/553433,"多看國際媒體旁觀者的分析，反倒比較掌握得到民心所向及大勢所趨。
美國華爾街日報近日報導，馬英九政府對中國開放的經濟政策，讓中低收入勞工為主的關鍵選民備感失望，它引用政治分析家意見，指台灣貧富差距拉大，...",<generator object <genexpr> at 0x118763570>,Liberal Times
蘇貞昌力薦李建昌,https://news.ltn.com.tw/news/local/paper/553417,"行音樂會，呼籲親民黨支持者要「鮭魚回流」，橘子要放在「藍」子裡，大家要集中選票唯一支持總統馬英九及立委蔡正元。
蔡正元是現任立委，向選民細數自己任內的各項政績，透過音樂會營造快樂溫馨的氣氛，也期盼選民...",<generator object <genexpr> at 0x1187635e8>,Liberal Times
固票戰旗紛出 小英也拜託,https://news.ltn.com.tw/news/local/paper/553415,"調自己和支持者都保持平常心，但隨著投票日逼近，候選人不敢鬆懈，國民黨候選人江惠貞喊出「搶救馬英九、江惠貞」，民進黨候選人羅致政則主打「力保板橋一席」。
羅致政說，自始至終，他都依照自己的選戰策略一步一...",<generator object <genexpr> at 0x118763660>,Liberal Times
